id,name,area_km2
255163d2-43e6-4c60-af14-b2c29b57a97e,Abbots Langley,18.54574868376799
1f71e803-826e-4313-ab53-d8cc4c346743,Addington,3.3457602804806847
7f738dcf-eb8b-4c85-8141-9ef35825714d,Addlestone,2.9235888830197108
62053957-e9df-444e-b63d-39a6c4dc5179,Aldenham,23.86612453070747
5e1cd051-a913-4b44-8d51-9ed93670ffad,Artington,4.923906082804627
322630b0-4f06-46b2-8832-fe89e705e64e,Ash-cum-Ridley,14.300698904426968
a4849d19-ca87-42db-b840-e8208a64aff1,Ashley Green,9.245140851016568
24e2ecaa-1ad3-4cf5-9c96-43edf9dd7f78,Badgers Mount,2.696534717111451
b26b2bd8-f8f3-4266-ba74-6585e3293298,Banstead,5.356001114678847
bbb19ffc-24db-460c-927b-13f25f989aae,Barking and Dagenham,36.93187517647447
0b8fccb7-0983-4079-9549-dd7f806e8c9f,Barnet,86.67450702045782
68551377-cb1d-4f45-b7c5-dc3152ed5327,Batchworth,14.499659678154128
2488df32-0cf3-4482-80f4-0302f99748ac,Bean,3.3791537685904243
573e6ddb-ff4e-4dde-a3a7-cfc434dc102d,Bellenden,0.5838103308190362
60486af9-218d-4749-97ab-b93419012d69,Berkhamsted,12.789963948079777
23954d4a-2cce-4890-b4f4-203e14346e6c,Betchworth,9.908926726202926
c313c0c6-14ac-426a-81d6-179ecd1c95d9,Bexley,60.435248845492765
5a61e5dd-b9ff-47a8-99b1-73f558649fcf,Birling,6.804546944508386
e1ae7d32-47d2-4348-87d3-bd0a3f3c2c23,Blackmore,0.21933158087915056
cc911033-9a2b-4c3b-9730-453340dc83b4,"Blackmore, Hook End and Wyatts Green",10.4132565226325
ab0ed7cb-9811-46fa-aa9e-fea961981067,Bobbingworth,10.04767497291406
a8ed179d-3a7a-4515-b0f1-1da4acdd5f08,Borough Green,2.1694692579410906
9fcbfbe4-5e84-47f4-adad-2512b7b3ef15,Bovingdon,15.435298257158028
d5cb1816-8c24-4399-92aa-db1c8415af76,Brasted,14.51850688800788
aa4ec19e-6df9-4d7a-bab7-b1ce95e661d9,Brent,44.18539573911072
22d8caed-ab8f-4022-9002-8acce534a526,Britwell,0.4019335698804493
41157c8e-eceb-43c8-b80c-dfffa08ebe97,Brockham,6.903239618682408
44517541-95cd-4c96-ac07-181b631d8d38,Bromley,150.23404607482658
06c9dc74-c773-4334-b8a2-de3354d37178,Buckhurst Hill,3.852276288502932
fb101d94-a797-4316-82fc-939a50994a26,Buckland,5.508326305618514
04a7b3c7-09c5-47cc-a812-50c8559d6b72,Camden,21.281435599986523
1df5e294-8b9c-421e-b03e-ccdfe4cf8843,Caterham Valley,5.884491389211553
d7f45bd4-42be-4e05-bee5-40a77dd60f29,Caterham-on-the-Hill,3.522055137766981
c8cb1323-bc59-444b-9261-efd3a00f6a05,Chaldon,4.7216663701564086
c411e5eb-f444-4d28-8844-538065f880f1,Chalfont St Giles,13.304040167737053
d21d9cc1-94e4-47f8-a1db-5ba025296bbb,Chalfont St Peter,16.109842661080904
e19ecda5-5265-4aac-8693-32c17cc0bbdf,Chelsham and Farleigh,14.916704763412426
71ec6b4f-29a3-478c-9f7e-fbb937314b4d,Chenies,6.698546210023826
a92965bf-8d2a-48d2-bfb7-3cff44bb2b02,Chertsey,3.7359924694475604
1a0607ce-aabe-4bf0-86cb-ab31cffd4e38,Chesham,14.182140166867313
b9606022-db9f-4aa6-831f-fee7bbc9183b,Chesham Bois,2.6625000316492837
1331c07d-21b5-4fc6-a60d-726cdf3d613a,Chevening,14.876057199683592
42ed1159-88df-4c87-be9d-0b1be715053c,Chigwell,15.680843823592058
7a1d1081-75d3-4c72-8efb-97984b99ab0f,Chipperfield,5.580118466740392
e7db0767-b3ba-4bf7-b416-57781cae33a8,Chobham,23.129687733241447
2f356a6c-afa6-46d0-b411-e275ba13dc68,Chorleywood,9.851787073174432
89c092f8-4287-4401-b72f-4a5a067eee22,City of London,2.5065582527064048
bed4905c-f822-4304-8da0-5e15b316da95,Claygate,4.710614540914575
915c2bc0-ae1c-4321-a87d-81d5ac73b97e,Cobham,1.9887890317866141
03689961-9dcd-4683-aa75-92cf98563e4a,Coleshill,6.785851784489814
545e7ff3-b92b-4228-9103-cc87de666809,Colnbrook with Poyle,5.636818616972487
1204e7c9-99eb-4a19-a575-dc542f536e2f,Colney Heath,8.846963738246773
88312be4-b2b4-48b0-9d1d-94097d362146,Compton,8.43347064884668
8a50b7a3-4de8-4b35-a6d7-1a13652d5bae,Crockenhill,7.0443748249014915
30a609f0-e2f6-40dc-a0d8-bade19596b73,Croxley Green,5.008146652241016
405fd056-348f-4880-906f-f31fcf29b2e9,Croydon,86.02015643614831
11d99fc2-362e-4c66-9600-93b4930fa174,Darenth,7.901785893003163
5e3432a9-87c8-4989-b885-20bec8e16ceb,Datchet,6.666419314212375
e2575550-b092-4c20-bec1-5024d7d8309d,Denham,16.257484347259364
f0bb8805-96c6-4bd3-9941-66f2e1c33831,Doddinghurst,6.613926244930109
f0d44bb4-3e5d-44b7-9a3f-16692ece6752,Dorking,5.207907595563812
b8e598fe-ed27-40c9-a63c-4ef53465792e,Dunton Green,3.903832446822581
54413cc7-a7c9-4e4f-a7fe-e6ffec6ca137,Ealing,54.7347644512517
40fd9abb-6bd9-43fe-962e-6ff4d7a8552e,East Clandon,5.861535216469175
9f1b1d8c-739c-4b90-8784-b7164e6d44b2,East Horsley,7.479272318204876
87d7ac85-4b4a-4dcf-9103-d3037b04d908,Effingham,11.913718832814437
b85e9365-7929-4862-b3af-b7e6cf001ba4,Egham,1.4543588244261314
a9c290d4-e700-49dc-91d3-cb20bfde4192,Egham Hythe,0.4051020102835068
08ad1454-c1f3-41d2-8008-a66468d42ca7,Elstree and Borehamwood,13.765283641824428
4384ae4c-b5a6-4b35-bffd-574b3a2ad0b5,Enfield,83.0482377419048
06f3732c-3192-4bbc-b79c-ab2740ee6cb4,Epping,7.731935677940288
6b6ff44f-a1e5-4abc-8d8a-0dffdcd02519,Epping Upland,17.74728086650108
e15b109a-3ca4-48e0-b629-d539b36840aa,Esher,5.03195536506247
a191e84c-9349-4f55-9ba1-478740cd6b5a,Eton,4.014564815839626
ce99e897-b03b-4dae-9e8e-3892883f2001,Eton Wick,0.6551978388282922
a185eeb3-9322-4fd9-abc9-a6622fe2531d,Eynsford,15.703271272574375
f73f3107-3d4c-4b2e-bbe5-60247295c9ad,Farnham Royal,4.461421712476251
cf0f9908-c5ab-46de-bd8d-0238a3e431f4,Farningham,9.64662385568073
6a3216f0-e202-4c44-97e6-46d002b07e10,Fawkham,6.648559328164262
ec1b3b4a-0c63-493c-8875-88949130eb91,Flaunden,4.170351218141003
643908fd-f9a1-4cde-8d6d-8b29ff5723ab,Fulmer,5.6652156496626755
e8b5c0cd-9c74-4a90-a5b4-41633050585f,Fyfield,9.905793791940642
abefaa77-d1f4-41c1-8d72-3c1695d175b6,Gerrards Cross,10.660875101290625
6c31d3a7-5158-42ce-a553-8e3216e0db4b,Gravesend,18.65445299977624
47beb255-3718-475f-99c8-eafe548c1c12,Greenwich,47.64110696868703
99b2d655-74c6-486f-b975-b7167a354aa9,Hackney,19.839906001529013
98fedfe9-b6b3-4501-bb1a-785a8fd3c788,Halstead,5.885924482577503
18ccc841-7df8-4fc7-8f9b-21dc70d61007,Hammersmith and Fulham,17.593701594619695
